#time tine_infection
           3  0.50000000000000000     
           5  0.50000000000000000     
           7   1.0000000000000000     
           8   1.0000000000000000     
           9  0.25000000000000000     
          10   1.5000000000000000     
          11   1.2500000000000000     
          12   1.2500000000000000     
          13   2.0000000000000000     
          14   2.2500000000000000     
          15   5.2500000000000000     
          16   4.0000000000000000     
          17   4.7500000000000000     
          18   7.0000000000000000     
          19   7.0000000000000000     
          20   12.750000000000000     
          21   15.250000000000000     
          22   17.000000000000000     
          23   24.000000000000000     
          24   26.500000000000000     
          25   41.500000000000000     
          26   49.250000000000000     
          27   52.750000000000000     
          28   70.000000000000000     
          29   96.500000000000000     
          30   112.25000000000000     
          31   143.00000000000000     
          32   181.50000000000000     
          33   213.50000000000000     
          34   258.50000000000000     
          35   363.25000000000000     
          36   437.00000000000000     
          37   550.25000000000000     
          38   689.50000000000000     
          39   849.50000000000000     
          40   1060.7500000000000     
          41   1337.0000000000000     
          42   1653.2500000000000     
          43   2080.5000000000000     
          44   2557.5000000000000     
          45   3189.0000000000000     
          46   3929.0000000000000     
          47   4881.2500000000000     
          48   5989.5000000000000     
          49   7353.5000000000000     
          50   8985.0000000000000     
          51   10937.250000000000     
          52   13151.500000000000     
          53   15611.750000000000     
          54   18638.500000000000     
          55   21785.750000000000     
          56   24890.000000000000     
          57   28505.250000000000     
          58   31602.500000000000     
          59   34413.000000000000     
          60   36848.500000000000     
          61   38332.000000000000     
          62   39108.250000000000     
          63   39007.000000000000     
          64   38285.250000000000     
          65   36634.000000000000     
          66   34258.000000000000     
          67   32269.750000000000     
          68   30067.000000000000     
          69   27864.000000000000     
          70   26024.500000000000     
          71   24377.750000000000     
          72   22884.500000000000     
          73   21448.250000000000     
          74   20216.000000000000     
          75   19164.750000000000     
          76   17792.000000000000     
          77   16639.250000000000     
          78   15363.500000000000     
          79   14227.000000000000     
          80   13012.500000000000     
          81   12001.250000000000     
          82   10889.750000000000     
          83   9999.2500000000000     
          84   9004.7500000000000     
          85   8335.7500000000000     
          86   7647.2500000000000     
          87   7025.2500000000000     
          88   6724.2500000000000     
          89   6353.7500000000000     
          90   6290.2500000000000     
          91   6257.0000000000000     
          92   6332.5000000000000     
          93   6329.0000000000000     
          94   6477.0000000000000     
          95   6566.5000000000000     
          96   6499.0000000000000     
          97   6408.0000000000000     
          98   6337.5000000000000     
          99   6229.7500000000000     
         100   5830.0000000000000     
         101   5452.5000000000000     
         102   5009.7500000000000     
         103   4440.0000000000000     
         104   3866.2500000000000     
         105   3202.5000000000000     
         106   2614.2500000000000     
         107   2074.7500000000000     
         108   1539.0000000000000     
         109   1103.2500000000000     
         110   787.50000000000000     
         111   545.50000000000000     
         112   350.25000000000000     
         113   255.25000000000000     
         114   156.00000000000000     
         115   99.000000000000000     
         116   70.000000000000000     
         117   43.250000000000000     
         118   27.500000000000000     
         119   16.500000000000000     
         120   12.250000000000000     
         121   7.5000000000000000     
         122   6.0000000000000000     
         123   3.7500000000000000     
         124   2.7500000000000000     
         125   2.0000000000000000     
         126   1.2500000000000000     
         127  0.50000000000000000     
         129  0.50000000000000000     
         130  0.25000000000000000     
         131  0.50000000000000000     
         134  0.25000000000000000     
         140  0.25000000000000000     
