 #time susceptible infected recover
           1     1095425           2           0
           2     1095425           2           0
           3     1095425           2           0
           4     1095425           2           0
           5     1095425           2           0
           6     1095422           8           0
           7     1095421          10           0
           8     1095420          12           0
           9     1095417          18           0
          10     1095416          20           0
          11     1095416          20           0
          12     1095405          42           0
          13     1095399          54           0
          14     1095390          72           0
          15     1095384          84           0
          16     1095374         104           0
          17     1095364         124           0
          18     1095337         178           0
          19     1095291         270           0
          20     1095255         342           0
          21     1095188         476           0
          22     1095126         600           0
          23     1095043         766           0
          24     1094902        1048           0
          25     1094727        1396           1
          26     1094498        1854           1
          27     1094148        2554           1
          28     1093739        3372           1
          29     1093206        4438           1
          30     1092504        5838           3
          31     1091570        7704           4
          32     1090285       10272           5
          33     1088522       13792           8
          34     1086178       18478           9
          35     1083182       24468          10
          36     1079295       32234          14
          37     1074134       42538          23
          38     1067380       56028          32
          39     1058321       74130          40
          40     1046574       97610          47
          41     1031640      127462          55
          42     1012431      165834          78
          43      988480      213668         112
          44      959077      272402         148
          45      923020      344400         206
          46      881092      428126         271
          47      833406      523356         342
          48      781372      627200         454
          49      728086      733462         609
          50      676172      836890         809
          51      628474      931680        1112
          52      587321     1013276        1467
          53      551914     1083102        1961
          54      522225     1141242        2580
          55      496442     1191272        3348
          56      472926     1236080        4460
          57      450287     1278244        6017
          58      427812     1319120        8054
          59      405379     1358600       10747
          60      382696     1397198       14131
          61      360352     1432752       18698
          62      339294     1463028       24618
          63      319667     1486570       32474
          64      302073     1500878       42914
          65      286788     1504710       56283
          66      273296     1497494       73383
          67      261614     1477852       94886
          68      251255     1445218      121562
          69      241763     1398994      154166
          70      233044     1338258      193253
          71      224955     1265110      237916
          72      216922     1181494      287757
          73      209069     1092126      340294
          74      201033     1002648      393069
          75      192746      920498      442431
          76      184618      848102      486757
          77      176352      788104      525022
          78      167972      739852      557528
          79      159719      700792      585311
          80      151123      668280      610163
          81      142604      639148      633248
          82      134423      610158      655924
          83      126922      580124      678442
          84      120521      547764      701023
          85      115522      512686      723561
          86      111910      476584      745224
          87      109479      440282      765806
          88      107791      405970      784650
          89      106733      375290      801048
          90      106153      347704      815421
          91      105818      323304      827956
          92      105634      301624      838980
          93      105545      281918      848922
          94      105518      263656      858080
          95      105507      246988      866425
          96      105502      230750      874549
          97      105497      215010      882424
          98      105496      199122      890369
          99      105496      182862      898499
         100      105496      166334      906763
         101      105496      150062      914899
         102      105496      133152      923354
         103      105496      116634      931613
         104      105496       99680      940090
         105      105496       82682      948589
         106      105496       65872      956994
         107      105496       49958      964951
         108      105496       36276      971792
         109      105496       25026      977417
         110      105496       16380      981740
         111      105496       10472      984694
         112      105496        6214      986823
         113      105496        3482      988189
         114      105496        1908      988976
