#time susceptible exposed infected recover
           1     1095425           1           0           0
           2     1095425           1           0           0
           3     1095425           1           0           0
           4     1095425           1           0           0
           5     1095425           1           0           0
           6     1095425           1           0           0
           7     1095425           0           1           0
           8     1095425           0           1           0
           9     1095425           0           1           0
          10     1095425           0           1           0
          11     1095423           2           1           0
          12     1095422           3           1           0
          13     1095422           3           1           0
          14     1095421           4           1           0
          15     1095420           5           1           0
          16     1095419           6           1           0
          17     1095419           5           2           0
          18     1095417           5           4           0
          19     1095412          10           4           0
          20     1095410          11           5           0
          21     1095405          15           6           0
          22     1095404          16           6           0
          23     1095399          20           7           0
          24     1095391          27           8           0
          25     1095386          29          11           0
          26     1095379          31          16           0
          27     1095368          41          17           0
          28     1095358          47          20           1
          29     1095347          56          22           1
          30     1095336          59          30           1
          31     1095327          61          37           1
          32     1095305          77          43           1
          33     1095279          93          53           1
          34     1095263         102          60           1
          35     1095231         123          71           1
          36     1095190         153          82           1
          37     1095143         191          90           2
          38     1095095         221         107           3
          39     1095027         265         130           4
          40     1094955         315         152           4
          41     1094863         386         173           4
          42     1094773         437         211           5
          43     1094645         520         254           7
          44     1094505         616         297           8
          45     1094344         714         356          12
          46     1094153         830         429          14
          47     1093934         975         498          19
          48     1093657        1155         592          22
          49     1093319        1392         689          26
          50     1092949        1620         826          31
          51     1092504        1933         954          35
          52     1092003        2246        1137          40
          53     1091385        2656        1335          50
          54     1090671        3130        1563          62
          55     1089829        3643        1879          75
          56     1088818        4311        2213          84
          57     1087619        5114        2599          94
          58     1086217        6033        3063         113
          59     1084568        7135        3584         139
          60     1082688        8329        4258         151
          61     1080540        9702        5002         182
          62     1077979       11366        5863         218
          63     1074785       13452        6938         251
          64     1071170       15758        8193         305
          65     1066984       18405        9657         380
          66     1062059       21601       11319         447
          67     1056309       25335       13265         517
          68     1049757       29442       15623         604
          69     1042073       34217       18416         720
          70     1033155       39828       21592         851
          71     1023094       45984       25345        1003
          72     1011457       53099       29684        1186
          73      998467       60772       34813        1374
          74      983557       69454       40786        1629
          75      966590       79360       47516        1960
          76      947815       89734       55572        2305
          77      926722      101366       64637        2701
          78      903812      113410       75029        3175
          79      878902      126029       86784        3711
          80      852197      138843       99986        4400
          81      824016      151045      115174        5191
          82      794674      162674      131973        6105
          83      764389      172917      150946        7174
          84      733739      181607      171609        8471
          85      703333      187885      194177       10031
          86      673774      191667      218224       11761
          87      645294      192719      243665       13748
          88      617673      191750      269858       16145
          89      592126      187376      296822       19102
          90      568088      180762      324168       22408
          91      545671      172865      350574       26316
          92      524764      163742      375957       30963
          93      505178      154291      399707       36250
          94      486747      144547      421730       42402
          95      469384      135573      441009       49460
          96      452942      127083      457581       57820
          97      437122      119565      471479       67260
          98      422074      113069      482176       78107
          99      407640      107113      490171       90502
         100      393429      102370      495121      104506
         101      379754       98133      497083      120456
         102      366788       94207      496119      138312
         103      354383       90519      492320      158204
         104      342869       86518      485946      180093
         105      331709       83074      476579      204064
         106      321153       79186      465216      229871
         107      311202       75300      451390      257534
         108      301855       71294      436088      286189
         109      293195       67275      419061      315895
         110      285101       63491      400409      346425
         111      277858       59413      381226      376929
