 #time susceptible infected recover
           1     1095425           2           0
           2     1095425           2           0
           3     1095425           2           0
           4     1095425           2           0
           5     1095425           2           0
           6     1095422           8           0
           7     1095421          10           0
           8     1095420          12           0
           9     1095417          18           0
          10     1095416          20           0
          11     1095416          20           0
          12     1095405          42           0
          13     1095399          54           0
          14     1095390          72           0
          15     1095384          84           0
          16     1095374         104           0
          17     1095364         124           0
          18     1095337         178           0
          19     1095291         270           0
          20     1095255         342           0
          21     1095188         476           0
          22     1095126         600           0
          23     1095043         766           0
          24     1094903        1044           1
          25     1094729        1392           1
          26     1094499        1852           1
          27     1094148        2554           1
          28     1093737        3376           1
          29     1093206        4434           3
          30     1092515        5812           5
          31     1091588        7666           5
          32     1090303       10228           9
          33     1088545       13744           9
          34     1086206       18420          10
          35     1083213       24398          14
          36     1079344       32114          25
          37     1074247       42292          33
          38     1067501       55772          39
          39     1058546       73662          49
          40     1046840       97060          56
          41     1031929      126852          71
          42     1012871      164882         114
          43      988976      212604         148
          44      959778      270894         201
          45      923878      342570         263
          46      882254      425652         346
          47      834857      520238         450
          48      782889      623852         611
          49      729497      730252         803
          50      677994      832668        1098
          51      630332      927218        1485
          52      588505     1009938        1952
          53      553199     1079336        2559
          54      523707     1136706        3366
          55      497882     1186114        4487
          56      474346     1230128        6016
          57      452001     1270740        8055
          58      429408     1310648       10694
          59      407050     1348414       14169
          60      384338     1384932       18622
          61      362207     1417252       24593
          62      341314     1443362       32431
          63      321630     1462226       42683
          64      304196     1470350       56055
          65      289245     1466314       73024
          66      275583     1450992       94347
          67      263704     1421538      120953
          68      253393     1377512      153277
          69      244201     1318740      191855
          70      235725     1246194      236604
          71      227960     1162080      286426
          72      220241     1071878      339246
          73      212550      983070      391341
          74      204874      899726      440689
          75      196923      826332      485337
          76      189033      765266      523760
          77      181190      715914      556279
          78      173284      676504      583890
          79      165249      643200      608577
          80      157108      613610      631513
          81      148914      584910      654057
          82      140658      555992      676772
          83      132990      526292      699290
          84      126217      494990      721714
          85      120381      463620      743235
          86      115826      431666      763767
          87      112344      401276      782444
          88      109820      374034      798589
          89      108080      348500      813096
          90      106967      325394      825762
          91      106236      304582      836899
          92      105838      285928      846624
          93      105621      268766      855422
          94      105548      252474      863641
          95      105514      237258      871283
          96      105498      221706      879075
          97      105497      206462      886698
          98      105496      190896      894482
          99      105496      174930      902465
         100      105496      159288      910286
         101      105496      143540      918160
         102      105496      127378      926241
         103      105496      111190      934335
         104      105496       94606      942627
         105      105496       78114      950873
         106      105496       62410      958725
         107      105496       47984      965938
         108      105496       35488      972186
         109      105496       25108      977376
         110      105496       17142      981359
         111      105496       11196      984332
         112      105496        6942      986459
         113      105496        4070      987895
         114      105496        2224      988818
